"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","ce3f48e4-b120-4dcf-ba48-2b8296f2a22a","","","","","","SQ2521785","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2e18c6c6-360e-4fa2-8cd1-226181cd94b8","","","","","","SQ5036552","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","332500d3-e7bc-4357-80fd-381090f2dc9c","","","","","","SQ8477406","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30b92ad86a6fd28d679a","75e746af-ab32-4748-b337-42447ba6e01b","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48-ddlaz-5r8eb-rx53w-93d6z-bd97e-ehyem-g2ffa","Incense Oud by Kilian","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Rose, Cardamom, Pink Pepper and Geranium. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Patchouli, Virginia Cedar, Papyrus and Methyl Pamplemousse. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>:  Incense, Agarwood (Oud), Sandalwood, French Labdanum, Oak Moss and Musk.</p>","SQ2840302","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /kilian, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/5cd61946-33b3-4b1e-bcf7-53f2f83ae0f4/image_Pippit_202507021156+-+2025-07-06T143759.227.jpeg"
"","d62f3da5-2fd1-4ccd-8fc0-6b359d977e33","","","","","","SQ7204372","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","cb5aeba0-13d0-4f2f-96fd-2fdd0dbabe22","","","","","","SQ6300448","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","13783bdb-32fb-41dc-96dc-37c6dbe218f2","","","","","","SQ5424710","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30bbf2f9042b15c3b249","4c9b607d-216f-4402-9ac6-8d5fec338aa5","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48-ddlaz-5r8eb-rx53w-93d6z-bd97e-ehyem","Back to Black by Kilian","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Bergamot, Raspberry, Chamomile, Cardamom, Coriander and Nutmeg. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Oakmoss, Honey, Patchouli, Vetiver, Frankincense and Cedarwood. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Ambergris, Labdanum, Bourbon Vanilla and Bitter Almond.</p>","SQ5171747","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /kilian, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/04dcec5a-888f-41cf-b9c5-414235bb6b6e/image_Pippit_202507021156+-+2025-07-06T144010.309.jpeg"
"","4b06c479-2fb3-42ac-8980-6e188399ab23","","","","","","SQ8238440","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3596783d-4e3a-4bdf-bab4-f0dfdf9a789c","","","","","","SQ1816624","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","be1d1287-2879-4d96-a1d1-a661000d8ccf","","","","","","SQ2308448","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30bde0129c27ae025690","3da3349c-5e7d-4acf-a6e2-7434c224ae4c","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48-ddlaz-5r8eb-rx53w-93d6z-bd97e","Black Phantom by Kilian","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Dark Chocolate, Caramel and Sugar Cane. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Note</strong>: Heliotrope. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Rum, Coffee, Almond and Sandalwood.</p>","SQ2736336","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /kilian, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/3d157581-ecd5-44ee-bd4e-94cfd04266d5/image_Pippit_202507021156+-+2025-07-06T154251.669.jpeg"
"","ac08850b-60ec-4d51-ac51-13ac72e3a6fd","","","","","","SQ8228822","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","61eee092-c6e0-4162-9353-6d80e4e54691","","","","","","SQ1441364","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5ee46386-aa2c-4c1c-8675-4bd8367cb20f","","","","","","SQ1768620","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30bf2ad86a6fd28d679f","ad9684cc-ff63-407f-9735-1148c59f6f18","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48-ddlaz-5r8eb-rx53w-93d6z","Hacivat by Nishane","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Pineapple, Grapefruit and Bergamot. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Cedar, Patchouli and Jasmine. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Oakmoss and Woody Notes.</p>","SQ2763736","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /nishane, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/ef14ec83-f07f-4605-a725-459d564683b4/image_Pippit_202507021156+-+2025-07-06T153745.935.jpeg"
"","dd8e411c-581a-47d1-beb4-d878ffa2ef00","","","","","","SQ4526655","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","76f2c1bc-19d3-4db1-8120-010857b920c7","","","","","","SQ7600382","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","22e3db2d-d33a-493b-acd7-6d6100b95d1b","","","","","","SQ2602425","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30c12ad86a6fd28d67a0","81164bdd-55b5-4a1a-84f8-28b7d943849a","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48-ddlaz-5r8eb-rx53w","Ani by Nishane","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Ginger, Bergamot, Pink Pepper and Green Notes. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Cardamom, Black Currant and Turkish Rose. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Vanilla, Benzoin, Sandalwood, Cedar, Patchouli, Ambergris and Musk.</p>","SQ2485152","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /nishane, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/7deac8b1-8006-4cfd-94d0-e4cb13d47d78/image_Pippit_202507021156+-+2025-07-06T153618.242.jpeg"
"","901cafa8-ca85-4d03-b9a2-e2aca14fbfd9","","","","","","SQ6505013","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","12d60191-556d-4089-a3f8-9ea0cbc9f54e","","","","","","SQ4708206","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9847fbe8-a056-4a1e-8ce1-94acb29c812e","","","","","","SQ2846540","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30c3bfcb1a380a47153b","e5131ec8-447a-4353-9a44-2b37f94301f8","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48-ddlaz-5r8eb","Marfa by Memo Paris","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Orange Blossom and Mandarin Orange. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Tuberose, Ylang-Ylang and Agave. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Vanilla, Sandalwood, White Musk and Cedar.</p>","SQ2855404","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/memo-paris, /niche, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/24b1f134-657b-4757-bbe3-7eb066d71c72/image_Pippit_202507021156+-+2025-07-06T153426.356.jpeg"
"","0ec55de3-a22c-4a9d-a5e9-72396ddaa359","","","","","","SQ0312884","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","558824ec-8256-48af-bb26-c9719b81ac3a","","","","","","SQ7850838","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2f647622-ce90-4551-8b4f-487e7dca7ade","","","","","","SQ8407515","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30c4f2f9042b15c3b251","35147067-bd17-4526-ad61-259cdfd46e28","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48-ddlaz","African Leather by Memo Paris","<p class="""" style=""white-space:pre-wrap;""><strong>Fragrance Notes</strong>: Cardamom, Leather, Saffron, Cumin, Vetiver, Patchouli, Geranium, Agarwood (Oud), Bergamot and Musk.</p>","SQ1442334","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/memo-paris, /niche, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/f8c46239-d5d8-470b-8bcd-1942e0de4802/image_Pippit_202507021156+-+2025-07-06T154117.894.jpeg"
"","a6c1518b-dd50-4fb1-bb20-46fe4e4e59d2","","","","","","SQ1743372","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","a0468736-9d54-45ee-b075-053c47899dd0","","","","","","SQ0243346","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d411603d-c3bf-4151-bd53-ea48d5591e28","","","","","","SQ7782154","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30c72ad86a6fd28d67a8","1e2c1cee-4b8d-4591-afd2-86a28526efbd","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb-pnn48","Ocean Leather by Memo Paris","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Mandarin Orange, Basil and Violet. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Sage, Elemi and Cedar. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Leather, Vetiver and Nutmeg.</p>","SQ5477863","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/memo-paris, /niche, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/a7e1f079-bfdc-434d-b391-e166de7e8e9e/image_Pippit_202507021156+-+2025-07-06T153918.602.jpeg"
"","4a84a8cc-bf48-4250-9fa2-d3e91572b793","","","","","","SQ0584481","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","ba6a02db-dc2a-4cb9-a8be-1166284b5c4c","","","","","","SQ6358004","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","15e89597-51e4-445d-83cf-cd3bb6a6b9e2","","","","","","SQ2871826","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30c82ad86a6fd28d67aa","253995d3-790b-497d-b321-f8a071eb4b48","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4-adbdb","Layton by Parfums de Marly","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Apple, Lavender, Bergamot and Mandarin Orange. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Geranium, Violet and Jasmine. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Vanilla, Cardamom, Sandalwood, Pepper, Patchouli and Guaiac Wood.</p>","SQ5655403","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/parfums-de-marly, /niche, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/00e4e87e-7e69-44f5-9f84-d48e0ba088c6/image_Pippit_202507021156+%2841%29.jpeg"
"","3399b7ff-5a43-49f0-94f5-38f5e82995ba","","","","","","SQ2483512","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3d31f03f-4544-48ba-8865-0a30b172c41b","","","","","","SQ4842256","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","951dd9ed-969d-41fc-bcc9-3761ff21c082","","","","","","SQ8031805","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30cae0129c27ae025694","eb352458-da80-45ec-8267-475abc17374b","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2-5yzj4","Kalan by Parfums de Marly","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Spices, Blood Orange and Black Pepper. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Lavender and Orange Blossom. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Woody Notes, Moss, White Sandalwood, Tonka Bean and Amber.</p>","SQ8575438","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/parfums-de-marly, /niche, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/f85e40a7-9fa4-4d88-9e38-476c03cfdf1f/image_Pippit_202507011037+%285%29.jpg"
"","8af87e2a-b1f5-4351-b47c-087791855a59","","","","","","SQ8450316","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c59d7347-330a-4301-9f97-042af2823c25","","","","","","SQ6308378","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","ecd3380b-de4d-424d-bf25-9f0344d833a4","","","","","","SQ2105184","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30ccf2f9042b15c3b25d","3aec23ac-5740-4a43-822a-704188e49ae4","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35-84bj2","Delina Exclusif by Parfums de Marly","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Litchi, Pear and Bergamot. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Turkish Rose, Agarwood (Oud) and Incense. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Vanilla, Amber and Woody Notes.</p>","SQ0522864","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/parfums-de-marly, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/54c8a73a-1c2e-45c3-a779-c817b5eff3e2/image_Pippit_202506301816+%288%29.jfif"
"","e96ed039-ce82-4351-b574-3d1ab9974bfb","","","","","","SQ0605538","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c5b2af40-8bba-4c0c-9deb-7cde74acbd67","","","","","","SQ1671545","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9d6360b9-6122-4d89-946c-235decfe090e","","","","","","SQ1081638","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30cee0129c27ae025697","edd1e9bf-c724-4c22-8a6c-9f7bc6f526ae","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd-kzkan-jgl35","Scandal by Night by Jean Paul Gaultier","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Honey, Bitter Orange and Citruses. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Cherry, Tuberose, Orange Blossom, Pear and Nard Himalayan (Jatamansi). </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Tonka Bean, Vanilla, Patchouli, Sandalwood, Amberwood and White Musk.</p>","SQ1620271","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/jean-paul-gaultier, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/3f29d87d-56bd-441c-bce4-377a5d5374e3/image_Pippit_202507021156+%2829%29.jpeg"
"","aa61c5a2-c208-43bf-b2b9-64a47d7b6545","","","","","","SQ6738536","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","bdc3dc6d-ca4b-40e4-a677-a1a20e7051ca","","","","","","SQ4176380","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8f58e79e-4b03-44b0-ab46-6b7f311a440a","","","","","","SQ3222486","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30d2f2f9042b15c3b261","a807a8d4-79e2-4e42-be41-56515fe2ce0a","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4-cwepd","Santal Dan Sha by Giorgio Armani","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Calabrian Bergamot, Violet Leaf and Guatemalan Cardamom. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Musk, Elemi and Olibanum. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Sandalwood, Dreamwood and Virginia Cedar.</p>","SQ5648065","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/giorgio-armani, /niche, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/50ec4fb0-7e5f-4b36-af23-7f92099dbcfd/image_Pippit_202507011037+%283%29.jpg"
"","81cbeb3b-2127-47ed-be33-36e70f1e3910","","","","","","SQ3223800","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f5ff7c15-2679-448e-953e-dfdeeefe42d0","","","","","","SQ1588355","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","0c813cb3-f781-4e6f-87ec-b48718be1339","","","","","","SQ4207350","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30d4bfcb1a380a471544","faaa62ea-c024-4ea6-9ead-ed86ab6a4865","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj-3aff4","My Way by Giorgio Armani","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Orange Blossom and Bergamot. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Tuberose and Indian Jasmine. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Madagascar Vanilla, White Musk and Virginian Cedar.</p>","SQ1262235","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/giorgio-armani, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c1c3701b-dfec-49ce-806a-dd433a58c40a/image_Pippit_202506301816+%2810%29.jfif"
"","ac5d07f4-912a-4acb-bfea-6a89d702041d","","","","","","SQ6074180","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8c6329ba-e92c-4cb3-8c24-acc3d7a1e44f","","","","","","SQ2708284","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","918db291-5c86-4a78-8bd0-017e8b97e55d","","","","","","SQ4200647","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30d6f2f9042b15c3b262","544f4ebf-04b1-47b8-9ae6-bd0c512c9474","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn-k4jpj","Armani Code Cashmere by Giorgio Armani","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Orange Blossom and Jasmine Sambac. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Almond Milk, Heliotrope and Iris. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Suede, Leather, Incense and Patchouli.</p>","SQ8583377","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/giorgio-armani, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/eed741f3-b9ba-4ba2-a668-7846c557a2fc/image_Pippit_202506301816+%2814%29.jfif"
"","e05f84c3-f88c-4e77-9461-2959dcc36dd5","","","","","","SQ3201762","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","892f45f2-2e23-4eb5-b2d6-4cc1473dbce8","","","","","","SQ2110412","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","0309ba81-fa34-4c65-8698-d2349db45282","","","","","","SQ8047551","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30d8e0129c27ae02569f","8b2206d5-51da-4c2c-beea-c70933bc5c8c","PHYSICAL","shop","hpr5ya7y778hzze-dh34e-8xfn5-lnly3-hmlgm-54727-7xzkm-wcssn","Stronger with You Leather by Emporio Armani","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Chestnut, Spices and Elemi. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Sage and Lavender. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Vanilla, Leather, Guaiac Wood and Agarwood (Oud).</p>","SQ2250803","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/men, /emporio-armani","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/95d8dd79-6605-4eb1-a384-7dd04bc27b91/image_Pippit_202506301816+%2811%29.jfif"
"","3ce7a8b4-b89c-4678-bf68-a853d6a96b2c","","","","","","SQ4625451","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","72e9b1a3-69d7-4219-b1d2-61274802c80f","","","","","","SQ6153216","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","fe5efdbe-c957-4cac-aeec-78521fa029d2","","","","","","SQ6758607","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
